ENSG	NCBI	HGNCID	chr	uniprot	symbol	name
ENSG00000143452	84072	HGNC:25245	1q21.3	Q86X24	HORMAD1	HORMA domain containing 1
ENSG00000124074	84080	HGNC:25246	16q22.1	Q9H0I2	ENKD1	enkurin domain containing 1
ENSG00000171811	54777	HGNC:25247	10q26.3	Q8IYW2	CFAP46	cilia and flagella associated protein 46
ENSG00000103196	83716	HGNC:25248	16q24.1	Q9H0B8	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2
ENSG00000121988	84083	HGNC:25249	2q21.3	Q5FWF4	ZRANB3	zinc finger RANBP2-type containing 3
ENSG00000159322	83440	HGNC:25250	15q24.1	Q9BRR6	ADPGK	ADP dependent glucokinase
ENSG00000114473	84223	HGNC:25251	3q29	Q9H095	IQCG	IQ motif containing G
ENSG00000178075	54762	HGNC:25252	3q13.31	Q8IYS0	GRAMD1C	GRAM domain containing 1C
ENSG00000162621	105378803	HGNC:25255	1p31.1	A6NM62	LRRC53	leucine rich repeat containing 53
ENSG00000151353	129787	HGNC:25257	2p25.3	Q96B42	TMEM18	transmembrane protein 18
ENSG00000065413	91526	HGNC:25259	2q33.1	Q8N8A2	ANKRD44	ankyrin repeat domain 44
ENSG00000215910	284498	HGNC:25262	1p36.22	Q5SNV9	C1orf167	chromosome 1 open reading frame 167
ENSG00000033030	55596	HGNC:25265	12q24.31	Q6NZY4	ZCCHC8	zinc finger CCHC-type containing 8
ENSG00000120696	84078	HGNC:25266	13q14.11	Q8WVZ9	KBTBD7	kelch repeat and BTB domain containing 7
ENSG00000152076	91409	HGNC:25267	2q21.1	Q96LY2	CCDC74B	coiled-coil domain containing 74B
ENSG00000178878	81575	HGNC:25268	12p13.1	Q96LR9	APOLD1	apolipoprotein L domain containing 1
ENSG00000164733	1508	HGNC:2527	8p23.1	P07858	CTSB	cathepsin B
ENSG00000104731	54758	HGNC:25272	16q24.2	Q8TBB5	KLHDC4	kelch domain containing 4
ENSG00000138813	84103	HGNC:25274	4q23	Q53FE4	C4orf17	chromosome 4 open reading frame 17
ENSG00000221843	84226	HGNC:25275	2p23.3	Q68DN1	C2orf16	chromosome 2 open reading frame 16
ENSG00000129317	83448	HGNC:25276	12q12	Q9H0K6	PUS7L	pseudouridylate synthase 7 like
ENSG00000180043	284418	HGNC:25278	19q13.42	Q8N5Q1	FAM71E2	family with sequence similarity 71 member E2
ENSG00000109861	1075	HGNC:2528	11q14.2	P53634	CTSC	cathepsin C
ENSG00000204815	83538	HGNC:25280	17q21.2	Q96NG3	TTC25	tetratricopeptide repeat domain 25
ENSG00000178229	125919	HGNC:25281	19q13.43	Q08ER8	ZNF543	zinc finger protein 543
ENSG00000136830	64855	HGNC:25282	9q34.11	Q96TA1	FAM129B	family with sequence similarity 129 member B
ENSG00000187583	84069	HGNC:25284	1p36.33	Q494U1	PLEKHN1	pleckstrin homology domain containing N1
ENSG00000206150	440163	HGNC:25285	14q11.1	Q5GAN3	RNASE13	ribonuclease A family member 13 (inactive)
ENSG00000073598	54752	HGNC:25286	17q12	Q8TC99	FNDC8	fibronectin type III domain containing 8
ENSG00000164187	92255	HGNC:25287	5p13.2	Q68DH5	LMBRD2	LMBR1 domain containing 2
ENSG00000159625	84229	HGNC:25289	16q21	Q8IY82	DRC7	dynein regulatory complex subunit 7
ENSG00000117984	1509	HGNC:2529	11p15.5	P07339	CTSD	cathepsin D
ENSG00000196757	90592	HGNC:25292	19p13.2	Q9H0M5	ZNF700	zinc finger protein 700
ENSG00000118156	84215	HGNC:25294	19q13.33	Q9H0D2	ZNF541	zinc finger protein 541
ENSG00000149926	83723	HGNC:25295	16p11.2	Q71RH2	FAM57B	family with sequence similarity 57 member B
ENSG00000135436	84070	HGNC:25296	12q13.12	Q8IYM0	FAM186B	family with sequence similarity 186 member B
ENSG00000183496	84206	HGNC:25297	15q25.2	Q6ZN04	MEX3B	mex-3 RNA binding family member B
ENSG00000197894	128	HGNC:253	4q23	P11766	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide
ENSG00000196188	1510	HGNC:2530	1q32.1	P14091	CTSE	cathepsin E
ENSG00000099364	54620	HGNC:25300	16p11.2	Q6PCT2	FBXL19	F-box and leucine rich repeat protein 19
ENSG00000198173	442444	HGNC:25301	Xp21.1	Q5HY64	FAM47C	family with sequence similarity 47 member C
ENSG00000088682	57017	HGNC:25302	16q21	O75208	COQ9	coenzyme Q9
ENSG00000123171	83446	HGNC:25303	13q14.3	Q6NSX1	CCDC70	coiled-coil domain containing 70
ENSG00000126653	84081	HGNC:25305	17q11.2	Q9H0G5	NSRP1	nuclear speckle splicing regulatory protein 1
ENSG00000139173	84216	HGNC:25308	12q12	Q9H0C3	TMEM117	transmembrane protein 117
ENSG00000130695	64793	HGNC:25309	1p36.11	Q6P2H3	CEP85	centrosomal protein 85
ENSG00000174080	8722	HGNC:2531	11q13.2	Q9UBX1	CTSF	cathepsin F
ENSG00000105186	84079	HGNC:25310	19q13.11	Q96NW4	ANKRD27	ankyrin repeat domain 27
ENSG00000183598	653604	HGNC:25311	1q21.2	Q71DI3	HIST2H3D	histone cluster 2 H3 family member d
ENSG00000164125	51313	HGNC:25312	4q32.1	Q6UWH4	FAM198B	family with sequence similarity 198 member B
ENSG00000151005	84076	HGNC:25313	4q32.2	Q9H0I9	TKTL2	transketolase like 2
ENSG00000163239	126668	HGNC:25316	1q21.3	Q5VZ19	TDRD10	tudor domain containing 10
ENSG00000144199	151313	HGNC:25318	2q11.2	Q6P2I3	FAHD2B	fumarylacetoacetate hydrolase domain containing 2B
ENSG00000151475	83447	HGNC:25319	4q28.1	Q9H0C2	SLC25A31	solute carrier family 25 member 31
ENSG00000100448	1511	HGNC:2532	14q12	P08311	CTSG	cathepsin G
ENSG00000131379	84077	HGNC:25320	3p25.1	Q8ND61	C3orf20	chromosome 3 open reading frame 20
ENSG00000179526	81858	HGNC:25321	8q24.3	Q9H0F6	SHARPIN	SHANK associated RH domain interactor
ENSG00000133641	91298	HGNC:25322	12q21.32	Q8N999	C12orf29	chromosome 12 open reading frame 29
ENSG00000100068	91355	HGNC:25323	22q11.23	A4QPB2	LRP5L	LDL receptor related protein 5 like
ENSG00000181378	255101	HGNC:25325	2q35	Q6ZU64	CFAP65	cilia and flagella associated protein 65
ENSG00000129646	84074	HGNC:25326	17q25.1	Q9H0J4	QRICH2	glutamine rich 2
ENSG00000183629	100132565	HGNC:25328	15q13.1	Q08AF8	GOLGA8G	golgin A8 family member G
ENSG00000183629	283768	HGNC:25328	15q13.1	Q08AF8	GOLGA8G	golgin A8 family member G
ENSG00000143079	55917	HGNC:25330	1p13.2	Q9P2B4	CTTNBP2NL	CTTNBP2 N-terminal like
ENSG00000171817	163255	HGNC:25331	19q13.13	Q8NDQ6	ZNF540	zinc finger protein 540
ENSG00000143633	128061	HGNC:25332	1q42.2	Q8NDD1	C1orf131	chromosome 1 open reading frame 131
ENSG00000110675	55531	HGNC:25334	11q22.3	Q8N336	ELMOD1	ELMO domain containing 1
ENSG00000167257	257160	HGNC:25335	11q23.3	Q8ND24	RNF214	ring finger protein 214
ENSG00000139200	196500	HGNC:25338	12p13.31	Q8IYJ0	PIANP	PILR alpha associated neural protein
ENSG00000165572	89890	HGNC:25340	13q14.11	Q86V97	KBTBD6	kelch repeat and BTB domain containing 6
ENSG00000042304	56918	HGNC:25344	2q36.3	Q53S99	C2orf83	chromosome 2 open reading frame 83
ENSG00000178965	127254	HGNC:25346	1p31.1	Q5RHP9	ERICH3	glutamate rich 3
ENSG00000103811	1512	HGNC:2535	15q25.1	P09668	CTSH	cathepsin H
ENSG00000140548	374655	HGNC:25352	15q26.1	Q8N1W2	ZNF710	zinc finger protein 710
ENSG00000196660	55532	HGNC:25355	1q41	Q6XR72	SLC30A10	solute carrier family 30 member 10
ENSG00000010072	83932	HGNC:25356	1q42.2	Q9H040	SPRTN	SprT-like N-terminal domain
ENSG00000152672	165530	HGNC:25357	2p13.3	Q8N1N0	CLEC4F	C-type lectin domain family 4 member F
ENSG00000120925	81790	HGNC:25358	8p11.21	Q96K19	RNF170	ring finger protein 170
ENSG00000143387	1513	HGNC:2536	1q21.3	P43235	CTSK	cathepsin K
ENSG00000118197	83479	HGNC:25360	1q32.1	Q5T1V6	DDX59	DEAD-box helicase 59
ENSG00000138639	83478	HGNC:25361	4q21.23-q21.3	Q8N264	ARHGAP24	Rho GTPase activating protein 24
ENSG00000186501	84065	HGNC:25363	1p36.11	Q9H0R3	TMEM222	transmembrane protein 222
ENSG00000167220	84064	HGNC:25364	18q21.1	Q9H0R4	HDHD2	haloacid dehalogenase like hydrolase domain containing 2
ENSG00000113391	83989	HGNC:25365	5q15	Q8WUF8	FAM172A	family with sequence similarity 172 member A
ENSG00000240021	84066	HGNC:25366	1q25.2	Q5T0J7	TEX35	testis expressed 35
ENSG00000169515	83987	HGNC:25367	19q13.32	Q9H0W5	CCDC8	coiled-coil domain containing 8
ENSG00000221900	285877	HGNC:25369	7p12.1	Q8N7R1	POM121L12	POM121 transmembrane nucleoporin like 12
ENSG00000135047	1514	HGNC:2537	9q21.33	P07711	CTSL	cathepsin L
ENSG00000106524	57037	HGNC:25370	7p21.1	Q8IV38	ANKMY2	ankyrin repeat and MYND domain containing 2
ENSG00000138614	81556	HGNC:25372	15q22.31	Q96SY0	INTS14	integrator complex subunit 14
ENSG00000197872	81553	HGNC:25373	2p24.2	Q9H0Q0	FAM49A	family with sequence similarity 49 member A
ENSG00000118454	81573	HGNC:25374	1p31.1	Q8N6S4	ANKRD13C	ankyrin repeat domain 13C
ENSG00000177689	139422	HGNC:25377	Xp21.3	Q96LZ2	MAGEB10	MAGE family member B10
ENSG00000051009	84067	HGNC:25378	11p15.4	Q8N612	FAM160A2	family with sequence similarity 160 member A2
ENSG00000136943	1515	HGNC:2538	9q22.33	O60911	CTSV	cathepsin V
ENSG00000152128	81615	HGNC:25380	2q21.3	Q8TC26	TMEM163	transmembrane protein 163
ENSG00000171202	84233	HGNC:25382	11q14.1	Q9H061	TMEM126A	transmembrane protein 126A
ENSG00000171962	83450	HGNC:25384	17p11.2	Q9H069	DRC3	dynein regulatory complex subunit 3
ENSG00000174840	201626	HGNC:25386	3p14.3	Q6L8Q7	PDE12	phosphodiesterase 12
ENSG00000167216	83473	HGNC:25387	18q21.1	Q8IYT4	KATNAL2	katanin catalytic subunit A1 like 2
ENSG00000123572	203447	HGNC:25391	Xq22.3	Q7Z2Y5	NRK	Nik related kinase
ENSG00000198453	374900	HGNC:25392	19q13.12	Q3ZCX4	ZNF568	zinc finger protein 568
ENSG00000187033	344658	HGNC:25394	3q26.2	Q7Z3H4	SAMD7	sterile alpha motif domain containing 7
ENSG00000183347	163351	HGNC:25395	1p22.2	Q6ZN66	GBP6	guanylate binding protein family member 6
ENSG00000150893	341640	HGNC:25396	13q13.3	Q5SZK8	FREM2	FRAS1 related extracellular matrix protein 2
ENSG00000189308	132660	HGNC:25397	4q21.22	Q6MZP7	LIN54	lin-54 DREAM MuvB core complex component
ENSG00000185873	132724	HGNC:25398	4q13.2	Q86T26	TMPRSS11B	transmembrane serine protease 11B
ENSG00000204382	653067	HGNC:25400	Xp11.22	Q9HD64	XAGE1B	X antigen family member 1B
ENSG00000221909	221786	HGNC:25401	7q22.1	Q8TCP9	FAM200A	family with sequence similarity 200 member A
ENSG00000068308	55593	HGNC:25402	Xp11.23	Q96G74	OTUD5	OTU deubiquitinase 5
ENSG00000156876	163786	HGNC:25403	1p21.2	Q6UVJ0	SASS6	SAS-6 centriolar assembly protein
ENSG00000059122	84256	HGNC:25404	16p13.3	Q4VC44	FLYWCH1	FLYWCH-type zinc finger 1
ENSG00000181982	91050	HGNC:25405	4p15.2	Q6ZUS6	CCDC149	coiled-coil domain containing 149
ENSG00000179195	144348	HGNC:25406	12q24.31	Q8N3J9	ZNF664	zinc finger protein 664
ENSG00000122068	84248	HGNC:25407	3q29	Q96QD9	FYTTD1	forty-two-three domain containing 1
ENSG00000133302	84250	HGNC:25408	5q15	Q9BQI6	SLF1	SMC5-SMC6 complex localization factor 1
ENSG00000102128	282808	HGNC:25410	Xq22.1	P0C0E4	RAB40AL	RAB40A like
ENSG00000118473	84251	HGNC:25412	1p31.3	Q9BQI5	SGIP1	SH3 domain GRB2 like endophilin interacting protein 1
ENSG00000106868	64420	HGNC:25413	9q31.3-q32	Q6UWL2	SUSD1	sushi domain containing 1
ENSG00000163644	152926	HGNC:25415	4q22.1	Q8N3J5	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K
ENSG00000087152	56970	HGNC:25416	17q21.31	Q14CW9	ATXN7L3	ataxin 7 like 3
ENSG00000166111	55530	HGNC:25417	12q24.11	Q8N4V2	SVOP	SV2 related protein
ENSG00000198863	146923	HGNC:25418	17q21.31	Q96C34	RUNDC1	RUN domain containing 1
ENSG00000169379	200894	HGNC:25419	3q11.1-q11.2	Q3SXY8	ARL13B	ADP ribosylation factor like GTPase 13B
ENSG00000256043	1519	HGNC:2542	4q32.1	P43234	CTSO	cathepsin O
ENSG00000212864	727800	HGNC:25420	9q34.3	Q9H0X6	RNF208	ring finger protein 208
ENSG00000127249	84239	HGNC:25422	3q29	Q4VNC1	ATP13A4	ATPase 13A4
ENSG00000131732	84240	HGNC:25424	5q14.1	Q8N567	ZCCHC9	zinc finger CCHC-type containing 9
ENSG00000136895	84253	HGNC:25425	9q33.3	Q5VVW2	GARNL3	GTPase activating Rap/RanGAP domain like 3
ENSG00000120549	56243	HGNC:25428	10p12.2-p12.1	Q5T5P2	KIAA1217	KIAA1217
ENSG00000166448	222865	HGNC:25429	7q22.1	Q8N3G9	TMEM130	transmembrane protein 130
ENSG00000161328	115399	HGNC:25430	11p15.5	Q8IYG6	LRRC56	leucine rich repeat containing 56
ENSG00000174514	148808	HGNC:25433	1q32.1	Q8N468	MFSD4A	major facilitator superfamily domain containing 4A
ENSG00000109771	55805	HGNC:25434	4q35.1	Q9P2M1	LRP2BP	LRP2 binding protein
ENSG00000181234	92293	HGNC:25436	12q24.32	Q8N3T6	TMEM132C	transmembrane protein 132C
ENSG00000183597	128989	HGNC:25439	22q11.21	Q6ICL3	TANGO2	transport and golgi organization 2 homolog
ENSG00000179104	160335	HGNC:25440	12q21.31	Q8N394	TMTC2	transmembrane and tetratricopeptide repeat containing 2
ENSG00000180694	169200	HGNC:25441	8q21.3	Q6YI46	TMEM64	transmembrane protein 64
ENSG00000131943	83636	HGNC:25443	19q12	Q9NSK7	C19orf12	chromosome 19 open reading frame 12
ENSG00000123485	55355	HGNC:25444	2q37.1	Q8NCD3	HJURP	Holliday junction recognition protein
ENSG00000180998	283554	HGNC:25445	14q22.1	Q8N3F9	GPR137C	G protein-coupled receptor 137C
ENSG00000171169	203245	HGNC:25446	9q34.11	Q69YI7	NAIF1	nuclear apoptosis inducing factor 1
ENSG00000163131	1520	HGNC:2545	1q21.3	P25774	CTSS	cathepsin S
ENSG00000173320	56977	HGNC:25450	4q35.1	Q9P2F5	STOX2	storkhead box 2
ENSG00000214753	221092	HGNC:25451	11q12.3	Q1KMD3	HNRNPUL2	heterogeneous nuclear ribonucleoprotein U like 2
ENSG00000155099	55529	HGNC:25452	8q21.3	Q8N4L2	PIP4P2	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2
ENSG00000158526	90121	HGNC:25455	Xp11.22	Q969E8	TSR2	TSR2, ribosome maturation factor
ENSG00000180354	222166	HGNC:25457	7p14.3	Q8N3F0	MTURN	maturin, neural progenitor differentiation regulator homolog
ENSG00000092931	79157	HGNC:25458	17q25.1	O43934	MFSD11	major facilitator superfamily domain containing 11
ENSG00000006712	54623	HGNC:25459	19q13.1	Q8N7H5	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component
ENSG00000172543	1521	HGNC:2546	11q13.1	P56202	CTSW	cathepsin W
ENSG00000107821	81621	HGNC:25460	10q24.31	Q96I82	KAZALD1	Kazal type serine peptidase inhibitor domain 1
ENSG00000110060	83480	HGNC:25461	11q24.2	Q9BZE2	PUS3	pseudouridylate synthase 3
ENSG00000126391	83786	HGNC:25462	11q13.1	Q9BZ67	FRMD8	FERM domain containing 8
ENSG00000197948	89848	HGNC:25463	5q31.3	Q86WN1	FCHSD1	FCH and double SH3 domains 1
ENSG00000168010	89849	HGNC:25464	11q13.4	Q8NAA4	ATG16L2	autophagy related 16 like 2
ENSG00000126882	286336	HGNC:25465	9q34.13	Q5JUQ0	FAM78A	family with sequence similarity 78 member A
ENSG00000163166	55677	HGNC:25467	2q14.3	Q96ST2	IWS1	IWS1, SUPT6H interacting protein
ENSG00000174442	55055	HGNC:25468	15q22.31	Q9H900	ZWILCH	zwilch kinetochore protein
ENSG00000101160	1522	HGNC:2547	20q13.32	Q9UBR2	CTSZ	cathepsin Z
ENSG00000143502	55061	HGNC:25470	1q41	Q5VX71	SUSD4	sushi domain containing 4
ENSG00000070540	55062	HGNC:25471	17q24.2	Q5MNZ9	WIPI1	WD repeat domain, phosphoinositide interacting 1
ENSG00000106686	55064	HGNC:25472	9p24.2-p24.1	Q8N4H0	SPATA6L	spermatogenesis associated 6 like
ENSG00000114982	55683	HGNC:25473	2q11.2	Q9P2N6	KANSL3	KAT8 regulatory NSL complex subunit 3
ENSG00000120658	55068	HGNC:25474	13q14.11	Q8TC92	ENOX1	ecto-NOX disulfide-thiol exchanger 1
ENSG00000102409	56271	HGNC:25475	Xq22.1	Q9NWD9	BEX4	brain expressed X-linked 4
ENSG00000106609	55069	HGNC:25476	7q11.21	Q9NWD8	TMEM248	transmembrane protein 248
ENSG00000140543	55070	HGNC:25477	15q26.1	Q7L5Y6	DET1	DET1, COP1 ubiquitin ligase partner
ENSG00000118242	55686	HGNC:25478	2q35	Q8N565	MREG	melanoregulin
ENSG00000107611	8029	HGNC:2548	10p13	O60494	CUBN	cubilin
ENSG00000181458	55076	HGNC:25480	3q12.2	Q9NWC5	TMEM45A	transmembrane protein 45A
ENSG00000100416	55687	HGNC:25481	22q13.31	O75648	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
ENSG00000134884	55082	HGNC:25482	13q33.3	Q9NWB6	ARGLU1	arginine and glutamate rich 1
ENSG00000129195	54478	HGNC:25483	17p13.2	Q9BSJ6	PIMREG	PICALM interacting mitotic regulator
ENSG00000162849	55083	HGNC:25484	1q44	Q2KJY2	KIF26B	kinesin family member 26B
ENSG00000147231	55086	HGNC:25486	Xq22.3	Q6NSI4	RADX	RPA1 related single stranded DNA binding protein, X-linked
ENSG00000141026	55090	HGNC:25487	17p11.2	Q9NWA0	MED9	mediator complex subunit 9
ENSG00000171729	55092	HGNC:25488	1p36.21	Q9NW97	TMEM51	transmembrane protein 51
ENSG00000163872	55689	HGNC:25489	3q27.1	Q9ULM3	YEATS2	YEATS domain containing 2
ENSG00000149187	10658	HGNC:2549	11p11.2	Q92879	CELF1	CUGBP Elav-like family member 1
ENSG00000156795	55093	HGNC:25490	8q24.13	Q96HA8	WDYHV1	WDYHV motif containing 1
ENSG00000151474	55691	HGNC:25491	10p13	Q9P2Q2	FRMD4A	FERM domain containing 4A
ENSG00000179134	55095	HGNC:25492	19q13.2	Q5PRF9	SAMD4B	sterile alpha motif domain containing 4B
ENSG00000082068	55100	HGNC:25495	5p13.2	Q9NW82	WDR70	WD repeat domain 70
ENSG00000105341	55101	HGNC:25496	19q13.2	Q9NW81	DMAC2	distal membrane arm assembly complex 2
ENSG00000186280	55693	HGNC:25498	11q21	Q6B0I6	KDM4D	lysine demethylase 4D
ENSG00000092978	55105	HGNC:25499	1q41	Q9NW75	GPATCH2	G-patch domain containing 2
ENSG00000172955	130	HGNC:255	4q23	P28332	ADH6	alcohol dehydrogenase 6 (class V)
ENSG00000048740	10659	HGNC:2550	10p14	O95319	CELF2	CUGBP Elav-like family member 2
ENSG00000172123	55106	HGNC:25500	17q12	Q8IYM2	SLFN12	schlafen family member 12
ENSG00000160058	55108	HGNC:25501	1p35.1	Q9NW68	BSDC1	BSD domain containing 1
ENSG00000122435	54482	HGNC:25502	1p21.2	Q9NUP7	TRMT13	tRNA methyltransferase 13 homolog
ENSG00000086589	55696	HGNC:25503	5q33.1	Q9NW64	RBM22	RNA binding motif protein 22
ENSG00000111196	55110	HGNC:25504	12p13.2	Q96A72	MAGOHB	mago homolog B, exon junction complex subunit
ENSG00000111261	54682	HGNC:25505	12p13.2	Q9H8J5	MANSC1	MANSC domain containing 1
ENSG00000103043	55697	HGNC:25507	16q22.1-q22.2	Q08AM6	VAC14	Vac14, PIKFYVE complex component
ENSG00000158156	55113	HGNC:25508	1p35.3	Q9H6D3	XKR8	XK related 8
ENSG00000088756	79822	HGNC:25509	18p11.31	Q9P2N2	ARHGAP28	Rho GTPase activating protein 28
ENSG00000055130	8454	HGNC:2551	7q36.1	Q13616	CUL1	cullin 1
ENSG00000121775	55116	HGNC:25510	1p35.2	Q9GZU3	TMEM39B	transmembrane protein 39B
ENSG00000134186	55119	HGNC:25512	1p13.3	Q5VTL8	PRPF38B	pre-mRNA processing factor 38B
ENSG00000142751	54707	HGNC:25513	1p36.11	Q9H9Y4	GPN2	GPN-loop GTPase 2
ENSG00000116871	55700	HGNC:25514	1p34.3	Q3KQU3	MAP7D1	MAP7 domain containing 1
ENSG00000101639	55125	HGNC:25515	18p11.21	Q8TEP8	CEP192	centrosomal protein 192
ENSG00000165801	55701	HGNC:25516	14q11.2	Q8TER5	ARHGEF40	Rho guanine nucleotide exchange factor 40
ENSG00000119285	55127	HGNC:25517	1q43	Q9H583	HEATR1	HEAT repeat containing 1
ENSG00000105248	55702	HGNC:25518	19p13.3	Q9BW85	YJU2	YJU2 splicing factor homolog
ENSG00000160746	55129	HGNC:25519	3p22.1-p21.33	Q9NW15	ANO10	anoctamin 10
ENSG00000108094	8453	HGNC:2552	10p11.21	Q13617	CUL2	cullin 2
ENSG00000068784	55133	HGNC:25521	2p21	Q8N5C6	SRBD1	S1 RNA binding domain 1
ENSG00000141499	55135	HGNC:25522	17p13.1	Q9BUR4	WRAP53	WD repeat containing antisense to TP53
ENSG00000115355	55704	HGNC:25523	2p16.1	Q3V6T2	CCDC88A	coiled-coil domain containing 88A
ENSG00000146067	54540	HGNC:25524	5q35.3	Q96PV7	FAM193B	family with sequence similarity 193 member B
ENSG00000058804	55706	HGNC:25525	1p32.3	Q9BTX1	NDC1	NDC1 transmembrane nucleoporin
ENSG00000171847	55138	HGNC:25526	12p13.31	Q86YD7	FAM90A1	family with sequence similarity 90 member A1
ENSG00000163516	55139	HGNC:25527	2q35	Q9H8Y5	ANKZF1	ankyrin repeat and zinc finger domain containing 1
ENSG00000157191	55707	HGNC:25528	1p36.13	Q9NVZ3	NECAP2	NECAP endocytosis associated 2
ENSG00000133316	54663	HGNC:25529	11q12.3	Q6RFH5	WDR74	WD repeat domain 74
ENSG00000036257	8452	HGNC:2553	2q36.2	Q13618	CUL3	cullin 3
ENSG00000137814	55142	HGNC:25530	15q15.2	Q9NVX0	HAUS2	HAUS augmin like complex subunit 2
ENSG00000064763	55711	HGNC:25531	12p11.22	Q96K12	FAR2	fatty acyl-CoA reductase 2
ENSG00000107951	55149	HGNC:25532	10p11.23	Q9NVV4	MTPAP	mitochondrial poly(A) polymerase
ENSG00000221916	55150	HGNC:25534	19q13.33	Q9NVV2	C19orf73	chromosome 19 open reading frame 73
ENSG00000095209	55151	HGNC:25535	9q31.2	Q9NVV0	TMEM38B	transmembrane protein 38B
ENSG00000178149	55152	HGNC:25536	3p21.31	Q5D0E6	DALRD3	DALR anticodon binding domain containing 3
ENSG00000198301	55153	HGNC:25537	4q21.1	Q9NVU7	SDAD1	SDA1 domain containing 1
ENSG00000117593	55157	HGNC:25538	1q25.1	Q6PI48	DARS2	aspartyl-tRNA synthetase 2, mitochondrial
ENSG00000168411	55159	HGNC:25539	16q23.1	Q6PCD5	RFWD3	ring finger and WD repeat domain 3
ENSG00000139842	8451	HGNC:2554	13q34	Q13619	CUL4A	cullin 4A
ENSG00000074964	55160	HGNC:25540	1p36.13	Q9HCE6	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
ENSG00000109133	55161	HGNC:25541	4p13	P57088	TMEM33	transmembrane protein 33
ENSG00000167721	55720	HGNC:25542	17p13.3	Q2NL82	TSR1	TSR1, ribosome maturation factor
ENSG00000144736	55164	HGNC:25543	3p13	Q6PI26	SHQ1	SHQ1, H/ACA ribonucleoprotein assembly factor
ENSG00000174579	55167	HGNC:25544	3q22.3	Q9HCI7	MSL2	MSL complex subunit 2
ENSG00000160051	55721	HGNC:25545	1p35.2	Q4KMZ1	IQCC	IQ motif containing C
ENSG00000113838	55171	HGNC:25546	3q27.3	Q9NVR7	TBCCD1	TBCC domain containing 1
ENSG00000112877	55722	HGNC:25547	5p15.33	Q9P209	CEP72	centrosomal protein 72
ENSG00000104613	55174	HGNC:25548	8p21.3	Q9NVR2	INTS10	integrator complex subunit 10
ENSG00000158290	8450	HGNC:2555	Xq24	Q13620	CUL4B	cullin 4B
ENSG00000137824	55177	HGNC:25550	15q15.1	Q96TC7	RMDN3	regulator of microtubule dynamics 3
ENSG00000167447	55181	HGNC:25551	17q23.2	Q8ND04	SMG8	SMG8, nonsense mediated mRNA decay factor
ENSG00000187147	55182	HGNC:25552	1p34.1	Q5VTB9	RNF220	ring finger protein 220
ENSG00000130119	54552	HGNC:25553	Xp11.22	Q9NVN8	GNL3L	G protein nucleolar 3 like
ENSG00000114120	55186	HGNC:25554	3q23	Q96CQ1	SLC25A36	solute carrier family 25 member 36
ENSG00000111785	55188	HGNC:25555	12q23.3	Q9NVN3	RIC8B	RIC8 guanine nucleotide exchange factor B
ENSG00000104129	55192	HGNC:25556	15q15.1	Q9NVM6	DNAJC17	DnaJ heat shock protein family (Hsp40) member C17
ENSG00000132600	54496	HGNC:25557	16q22.1	Q9NVM4	PRMT7	protein arginine methyltransferase 7
ENSG00000142694	55194	HGNC:25558	1p34.3	Q9NVM1	EVA1B	eva-1 homolog B
ENSG00000174718	55196	HGNC:25559	12p11.21	Q9HCM1	KIAA1551	KIAA1551
ENSG00000166266	8065	HGNC:2556	11q22.3	Q93034	CUL5	cullin 5
ENSG00000141425	55197	HGNC:25560	18q12.2	Q96P16	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A
ENSG00000158483	55199	HGNC:25561	11q13.4	Q9NVL1	FAM86C1	family with sequence similarity 86 member C1
ENSG00000008323	55200	HGNC:25562	12p13.31	Q3KR16	PLEKHG6	pleckstrin homology and RhoGEF domain containing G6
ENSG00000173065	55731	HGNC:25563	17q11.2	Q8WU58	FAM222B	family with sequence similarity 222 member B
ENSG00000134108	55207	HGNC:25564	3p26.1	Q9NVJ2	ARL8B	ADP ribosylation factor like GTPase 8B
ENSG00000000460	55732	HGNC:25565	1q24.2	Q9NSG2	C1orf112	chromosome 1 open reading frame 112
ENSG00000168137	55209	HGNC:25566	3p25.3	Q9C0A6	SETD5	SET domain containing 5
ENSG00000197785	55210	HGNC:25567	1p36.33	Q9NVI7	ATAD3A	ATPase family, AAA domain containing 3A
ENSG00000140525	55215	HGNC:25568	15q26.1	Q9NVI1	FANCI	FA complementation group I
ENSG00000150776	55216	HGNC:25569	11q23.1	Q6ZUT1	NKAPD1	NKAP domain containing 1
ENSG00000257923	1523	HGNC:2557	7q22.1	P39880|Q13948	CUX1	cut like homeobox 1
ENSG00000007923	55735	HGNC:25570	1p36.31	Q9NVH1	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11
ENSG00000107021	54662	HGNC:25571	9q34.11	Q9NVG8	TBC1D13	TBC1 domain family member 13
ENSG00000204178	55219	HGNC:25572	1p36.11	Q8N5G2	MACO1	macoilin 1
